,_unit_id,airline_sentiment,text
9379,681460624,neutral,"USER-MENTION is there an additional charge for a golf bag with clubs , shoes, and golf balls, if that's the only piece of luggage you check?"
9380,681460625,negative,USER-MENTION i have a flight voucher/confirmation code but there is no where for me to enter it on your checkout page while flight booking problems. pls help
9381,681460626,negative,USER-MENTION 1-2! rock hit the plane! in a delay now! never an easy day with us airways! ya never fail to let me down!
9382,681460628,negative,USER-MENTION just an fyi i'll be writing registered letters 2 your ceo and those down the line 4 the shameful treatment and reactions we got.
9383,681460630,negative,USER-MENTION you guys cancelled flightled two of my flights yesterday and i checked the bag to huntsville and it went missing in philly.
9384,681460631,neutral,"USER-MENTION if i apply for ur credit card, do you automatically get the companion certificate or do i have to wait for it?"
9385,681460633,negative,"USER-MENTION customer service failure aside, one would think you guys would care about inaccurate manifests. i'm sure tsa would."
9386,681460635,negative,USER-MENTION i find it funny that USER-MENTION responds but you don't. your customer service is the worst. wedontcarebecauseyoupaidalready
9387,681460636,negative,USER-MENTION i get some bs from a guy at the door says door closes 10 minutes before it backs out. yet i know for a fact it was 5 people short
9388,681460638,negative,USER-MENTION our flight was rebooked with you and we want to change our seats or upgrade to 1st class. can you help? phones are down.
9389,681460640,negative,USER-MENTION i need to speak with a customer service agent today between 5-8pm i had an unfortunate incident of discrimination today.
9390,681460643,negative,USER-MENTION USER-MENTION slowest baggage claim ever
9391,681460645,negative,USER-MENTION don't blame it on weather. rep at counter cost me entire day - not weather. printed boarding pass too late flight. takeresponsibility
9392,681460647,negative,USER-MENTION too late flight.
9393,681460648,negative,USER-MENTION delays due to refueling are out of your control? if that's true i never want to fly us airways again
9394,681460649,positive,USER-MENTION USER-MENTION shout out to diane at eyw for helping get us home today instead of tomorrow (even if a little late flight!)
9395,681460650,positive,USER-MENTION made it! just! huge relief - thanks for your help!
9396,681460652,negative,USER-MENTION how about now getting us the rest of our bags please? we only received 2 of 5. can you help with that?
9397,681460654,negative,USER-MENTION im trying to get my dads wheelchair and no one is answering at dulles.we have tried to call back on.multiple times
9398,681460655,neutral,"USER-MENTION it's 838. we boarded and we are waiting now to take off, hopefully."
9399,681460657,positive,"USER-MENTION - thanks, i hope so. maybe you can put in a good word for me? emo-pos"
9400,681460659,negative,USER-MENTION us 728/feb 21. arrive 7 hrs late flight; checked car seat missing. no replacement available. has yet to arrive more than 24 hours late flightr.
9401,681460661,negative,USER-MENTION you guys lost my luggage
9402,681460663,negative,USER-MENTION us 728/feb 21 kim y says: leaving on 15 minutes once paperwork is done. wheels up ~ 1.5 hours late flightr.
9403,681460664,negative,USER-MENTION us 728/feb 21 hour 6 on plane when us airways representative kim y enters deteriorating picture. unhelpful with no assurances.
9404,681460666,negative,"USER-MENTION USER-MENTION thnk you for response,all flights were full, couldn't get out until tmrw, had to cancelled flight and go w/other airline"
9405,681460668,negative,USER-MENTION us 728/feb 21. ground power shorts again for the third time. weary german passenger deplanes. makes me jealous. auf wiedersehen!
9406,681460669,neutral,"USER-MENTION us 728. refuel; we've sat for so long. pilot announces where the truck is. ""look, over there to the left!"" actual announcement."
9407,681460671,negative,USER-MENTION thanks but the bags are only 10% of what went wrong. 22 hours from dca to san when there were no weather issues is not acceptable
9408,681460672,neutral,USER-MENTION USER-MENTION trying to chg ticket for staff member leaving org before she can fly.we're a nonprofit-can't you make an exception?
9409,681460674,negative,USER-MENTION how can i speak to a human? need 2 find bag delayed 2/21. website and 800 # are telling me 2 different things! got hung up on 2x
9410,681460676,negative,USER-MENTION us 728. one water run of the planet's smallest water bottles. applaud you looking out for the environment.
9411,681460678,negative,"USER-MENTION us 728. nope, not getting off. 3 hours in the plane. 4 pilot announcements. one water run of the planet's smallest water bottles."
9412,681460679,neutral,"USER-MENTION us 728 wait, now a gate opened. back we go. (good, maybe we can get off.)"
9413,681460681,negative,"USER-MENTION us 728 uh oh, no gate. now truck will come to us."
9414,681460683,negative,"USER-MENTION us 728 returned to gate to get ""mel"" sticker. oh, look. we heard from pilot! no clue what an mel sticker is. anyone?"
9415,681460685,negative,USER-MENTION i spent an hour on the phone with them and got no where at all
9416,681460686,negative,"USER-MENTION us 728 then lost ground power three different times. not only grounded endlessly; now without air, lights, entertainment."
9417,681460688,negative,"USER-MENTION us 728 pilot started the flight by announcing arrival into gatwick, not heathrow. moments of concern for all aboard."
9418,681460690,negative,USER-MENTION us 728 stated their issues as: no one around to close said door. more strange. now we're not hearing from pilot for long periods.
9419,681460691,negative,USER-MENTION seat 8d on flight 545 last night is the worst seat i've ever been in. no leg room! dividendsmember URL
9420,681460694,negative,USER-MENTION one of your workers was very rude with us. we can tell you in dm cuz it won't be any good publicity
9421,681460696,negative,"USER-MENTION us 728 stated their issues as: plane not moving as cargo door open on plane. umm, ok. a little strange."
9422,681460698,negative,USER-MENTION my flight is delayed so i missed my connecting flight. stuck in philadelphia over night and no hotel voucher? thanks for nothing
9423,681460699,neutral,USER-MENTION us 728 stated their issues as: kept plane on ground to allow connecting passengers from other flight to board. fine. understand.
9424,681460701,negative,"USER-MENTION can i speak to a human with some compassion? i wrote an email to discuss my experience and received a generic ""sorry"" email back"
9425,681460703,negative,"USER-MENTION take a look at 1715. all f seats filled, so someone upgraded their friend instead of following rules."
9426,681460704,negative,USER-MENTION back in line at terminal because phone guy couldn't help. one person in front of me 20 min wait again? URL
9427,681460706,negative,USER-MENTION so you understand why i'm resorting to twitter: no help available at gate while this occurred or by phone afterward.
9428,681460707,negative,USER-MENTION going to miss my connection due to another tarmac delay - on us5268 then 4050 - need a flight home today please!
9429,681460709,negative,USER-MENTION i'm expecting 400% reimbursement for the unprofessional decisions with us728 on 21 feb. check your very full complaint box.
9430,681460711,negative,"USER-MENTION what's the deal with flight 5268 from dca to phl? we boarded on time, left the gate a few mins late flight and are now sat on tarmac?"
9431,681460713,negative,USER-MENTION stranding a student trying to get to birmingham in clt overnight w/o any help. you can do better than that. USER-MENTION
9432,681460715,negative,"USER-MENTION really need help asap, so please make it quick. thx."
9433,681460717,negative,USER-MENTION well that is not going to help. i'vebeen on hold over 3 hrs &amp; my client wants his ff nbr in the record he's elite waa
